"book_title","paper_id","dc_type","authors","year","source","keyword"
"Sparse-spike deconvolution via curvelet transform and sparse-matrix factorization","SEG-2017-17584882","conference-paper","Wang, Zhiqiang, China University of Petroleum–Beijing | Cao, Siyuan, China University of Petroleum–Beijing | Pan, Xiao, China University of Petroleum–Beijing | Li, Yongxin, China University of Petroleum–Beijing | Chen, Hongling, China University of Petroleum–Beijing",2017,"SEG","'machine+learning'"
"Artificial Intelligence–Driven Asset Optimizer","SPE-191551-MS","conference-paper","Gupta, Supriya, Schlumberger | Sharma, Abhishek, Schlumberger | Abubakar, Aria, Schlumberger",2018,"SPE","'machine+learning'"
"Using Least Square Support Vector Machines to Approximate Single Phase Flow","SPE-185881-MS","conference-paper","Zhong, He, University of Calgary | Wu, Keliu, University of Calgary | Ji, Dongqi, University of Calgary | Chen, Zhangxing, University of Calgary",2017,"SPE","'machine+learning'"
"Seismic deconvolution using the mixed norm of Lp regularization along the time direction and L2 regularization along the structure direction","SEG-2018-2996740","conference-paper","Cheng, Liang, China University of Petroleum-Beijing | Wang, Shangxu, China University of Petroleum-Beijing | Yuan, Sanyi, China University of Petroleum-Beijing | Wang, Guanchao, China University of Petroleum-Beijing | Yu, Zizhao, China University of Petroleum-Beijing | Deng, Li, China University of Petroleum-Beijing",2018,"SEG","'machine+learning'"
"Least-squares reverse time migration with adaptive moment estimation method","SEG-2018-2996668","conference-paper","Wu, Dan, Research Institute of Petroleum Exploration & Development-Northwest, PetroChina | Li, Qun, Research Institute of Petroleum Exploration & Development-Northwest, PetroChina | Zhang, Xiangyang, Research Institute of Petroleum Exploration & Development-Northwest, PetroChina | Li, Jinnuo, Research Institute of Petroleum Exploration & Development-Northwest, PetroChina | Wu, Haili, Research Institute of Petroleum Exploration & Development-Northwest, PetroChina",2018,"SEG","'machine+learning'"
"Gaussian Process for Uncertainty Quantification of Reservoir Models","SPE-176074-MS","conference-paper","Hamdi, Hamidreza, University of Calgary | Hajizadeh, Yasin, University of Calgary | Sousa, Mario Costa, University of Calgary",2015,"SPE","'machine+learning'"
"Seismic compressive sensing beyond aliasing using Bayesian feature learning","SEG-2017-17558742","conference-paper","Pilikos, Georgios, University of Cambridge | Faul, A.C., University of Cambridge | Philip, Neil, BP",2017,"SEG","'machine+learning'"
"Is the U.S. Fuels Infrastructure Resilient? An Examination of Natural Disaster Vulnerabilities","SPE-190110-MS","conference-paper","Mohan, H., INTEK Inc. | Crawford, P. M., INTEK Inc. | Carolus, M. J., INTEK Inc. | Kuczma, G., INTEK Inc.",2018,"SPE","'machine+learning'"
"Microseismic and seismic denoising by a Bayesian non-parametric method with optimal dictionary size","SEG-2018-2987913","conference-paper","Zhang, Chao, College of Communication Engineering, Jilin University, China; Department of Physics, University of Alberta, Canada | van der Baan, Mirko, Department of Physics, University of Alberta, Canada",2018,"SEG","'machine+learning'"
"Development of Next Level Drilling Simulator Using Multiple User Interaction Concepts","OTC-28966-MS","conference-paper","Srivastava, Saket, The University of Oklahoma | Ichim, Adonis, The University of Oklahoma | Teodoriu, Catalin, The University of Oklahoma",2018,"OTC","'machine+learning'"
"Full-waveform inversion with prelearned dictionaries and nonlocal similarity","SEG-2018-2997453","conference-paper","Li, Dongzhuo, Stanford University | Harris, Jerry M., Stanford University",2018,"SEG","'machine+learning'"
"Digital Well Planning - New Cost Saving Well Construction and Life Cycle Well Integrity Model","OTC-28772-MS","conference-paper","Brechan, B., NTNU | Dale, S. I., NTNU | Sangesland, S., NTNU",2018,"OTC","'machine+learning'"
"A subsampled truncated Newton approach for multi-parameter full waveform inversion","SEG-2018-2997924","conference-paper","Matharu, Gian, University of Alberta | Sacchi, Mauricio D., University of Alberta",2018,"SEG","'machine+learning'"
"Quantum computing in geophysics: Algorithms, computational costs, and future applications","SEG-2018-2998507","conference-paper","Moradi, Shahpoor, University of Calgary, Department of Geoscience, Calgary, Canada | Trad, Daniel, University of Calgary, Department of Geoscience, Calgary, Canada | Innanen, Kristopher A., University of Calgary, Department of Geoscience, Calgary, Canada",2018,"SEG","'machine+learning'"
"Automated ambient noise processing applied to fiber optic seismic acquisition (DAS)","SEG-2018-2997880","conference-paper","Huot, Fantine, Stanford University | Martin, Eileen R., Stanford University | Biondi, Biondo, Stanford University",2018,"SEG","'machine+learning'"
"Developing a Smart Proxy for the SACROC Water-Flooding Numerical Reservoir Simulation Model","SPE-185691-MS","conference-paper","Alenezi, Faisal, West Virginia University | Mohaghegh, Shahab, West Virginia University",2017,"SPE","'machine+learning'"
"Surfactant Versus Solvent Co-Injection to Improve Efficiency of Steam Assisted Bitumen and Heavy Oil Recovery Processes","SPE-190119-MS","conference-paper","Ozum, Baki, Apex Engineering Inc",2018,"SPE","'machine+learning'"
"Model Selection for Error Generalization in History Matching","SPE-190778-MS","conference-paper","Nezhad Karim Nobakht, Behzad, Heriot-Watt University | Christie, Mike, Heriot-Watt University | Demyanov, Vasily, Heriot-Watt University",2018,"SPE","'machine+learning'"
"Detecting and Removing Outliers in Production Data to Enhance Production Forecasting","SPE-179958-MS","conference-paper","Chaudhary, Nitinkumar L., University of Houston | Lee, W. John, Texas A&M University",2016,"SPE","'machine+learning'"
"A New Approach to Reservoir Characterization Using Deep Learning Neural Networks","SPE-180359-MS","conference-paper","Korjani, M., University of Southern California | Popa, Andrei, Chevron North America Exploration and Production | Grijalva, Eli, Chevron North America Exploration and Production | Cassidy, Steve, Chevron North America Exploration and Production | Ershaghi, I., University of Southern California",2016,"SPE","'machine+learning'"
"An Integrated Platform for IIoT in E&P: Closing the Gap between Data Science and Operations","SPE-191489-MS","conference-paper","Wen, Tailai, Arundo Analytics | Evers, Karina, Arundo Analytics | Huang, Xinwo, Arundo Analytics | Keyes, Roy, Arundo Analytics",2018,"SPE","'machine+learning'"
"Video:                  The Industrial IoT in Oil & Gas: Use Cases","SPE-191756-PT","presentation","Flichy, Philippe, Energy Embassy | Baudoin, Claude, cébé IT & Knowledge Management",2018,"SPE","'machine+learning'"
"Analysis of Supply and Demand Dynamics to Predict Oil Market Trends: A Case Study of 2015 Price Data","SPE-179976-MS","conference-paper","Rafieisakhaei, Mohammadhussein, Texas A&M University | Barazandeh, Babak, Virginia Tech | Tarrahi, Mohammadali, Shell Global Solutions",2016,"SPE","'machine+learning'"
"Supervised seismic facies analysis using discrimination dictionary","SEG-2018-2995192","conference-paper","Li, KunHong, Center for Information Geoscience, University of Electronic Science and Technology of China | She, Bin, Center for Information Geoscience, University of Electronic Science and Technology of China | Liu, ZhiNing, Center for Information Geoscience, University of Electronic Science and Technology of China | Su, Mingjun, PetroChina Research Institute of Petroleum Exploration and Development, Northwest, Lanzhou, China | Hu, Guangmin, Center for Information Geoscience, University of Electronic Science and Technology of China",2018,"SEG","'machine+learning'"
"Operative Localization Technique of Current Mobile Oil Reserves for Mature Reservoirs Based on Material Balance (Russian)","SPE-187837-RU","conference-paper","Aleev, A., Weatherford | Syrtlanov, V., Weatherford | Kovalyova, Ye., Weatherford",2017,"SPE","'machine+learning'"
"Operative Localization Technique of Current Mobile Oil Reserves for Mature Reservoirs Based on Material Balance","SPE-187837-MS","conference-paper","Aleev, A., Weatherford | Syrtlanov, V., Weatherford | Kovalyova, Ye., Weatherford",2017,"SPE","'machine+learning'"
"Principal component analysis and K-means analysis of airborne gamma-ray spectrometry surveys","SEG-2018-2996506","conference-paper","de Lima, Rafael Pires, University of Oklahoma; CPRM - Geological Survey of Brazil | Marfurt, Kurt J., University of Oklahoma",2018,"SEG","'machine+learning'"
"Disributed principal component analysis for data compression of sequential seismic sensor arrays","SEG-2016-13868122","conference-paper","Liu, Bo, King Fahd University of Petroleum and Minerals | Nuha, Hilal, King Fahd University of Petroleum and Minerals | Deriche, Mohamed, King Fahd University of Petroleum and Minerals | Mohandes, Mohamed, King Fahd University of Petroleum and Minerals | Fekri, Faramarz, Georgia Institute of Technology",2016,"SEG","'machine+learning'"
"Study on the performances of optimization methods of particle swarm and eigenstate analysis in CSEM data synthetic aperture processing","SEG-2018-2996610","conference-paper","Wang, Xuan, China University of Petroleum-Beijing | Shen, Jinsong, China University of Petroleum-Beijing | Su, Zhaoyang, China University of Petroleum-Beijing",2018,"SEG","'machine+learning'"
"Innovative Play-Scale Integration of Rate Transient Analysis Data: New Stimulation Indicator and Insights on Stimulated Rock Volume Behavior With Depletion","SPE-191805-18ERM-MS","conference-paper","Perrier, Sebastien, TOTAL E&P USA, secondee to Chesapeake Energy | Araman, Alexandre, TOTAL E&P USA, secondee to Chesapeake Energy | Shrestha, Ashis, Chesapeake Energy | Shawuti, Zulibukaer, Chesapeake Energy",2018,"SPE","'machine+learning'"
"Using Deep Learning and Computer Vision Techniques to Improve Facility Corrosion Risk Management Systems","SPE-190036-MS","conference-paper","Ejimuda, C. C., Hybrid Data Solutions | Ejimuda, C. M., Saudi Aramco",2018,"SPE","'machine+learning'"
"Time reversal based detection of subsurface scatterers","SEG-2017-17640587","conference-paper","Shustak, Matan, Tel Aviv University | Landa, Evgeny, Tel Aviv University",2017,"SEG","'machine+learning'"
"Reducing Drilling Cost by finding Optimal Operational Parameters using Particle Swarm Algorithm","SPE-180280-MS","conference-paper","Self, R., Oklahoma State University | Atashnezhad, A., Oklahoma State University | Hareland, G., Oklahoma State University",2016,"SPE","'machine+learning'"
"Automatic channel detection using deep learning","SEG-2018-2991756","conference-paper","Pham, Nam, The University of Texas at Austin | Fomel, Sergey, The University of Texas at Austin | Dunlap, Dallas, The University of Texas at Austin",2018,"SEG","'machine+learning'"
"On the cusp of change for Learning in the Oil & Gas Industry","SEG-2018-2991608","conference-paper","Detomo, Dr. Rocco, Omoted Geophysical Consulting, LLC",2018,"SEG","'machine+learning'"
"Residual Redistribution for Robust Inversion","SEG-2017-17664619","conference-paper","Vyas, Madhav, BP | Etgen, John, BP",2017,"SEG","'machine+learning'"
"Video:                  The Control Room is Anywhere and Everywhere: Putting the Industrial Internet of Things to Work Offshore and Beyond","OTC-28943-PT","presentation","Zornio, Peter, Emerson Automation Solutions",2018,"OTC","'machine+learning'"
"Promising Big Data technologies in petroleum engineering: the experience of the Gazprom Neft PJSC (Russian)","OIJ-2016-12-076-079-RU","journal-paper","Khasanov, M. M., Gazprom Neft PJSC, RF, Saint-Petersburg | Prokofiev, D. O., Gazpromneft NTC LLC, RF, Saint-Petersburg | Ushmaev, O. S., Gazpromneft NTC LLC, RF, Saint-Petersburg | Belozerov, B. V., Gazpromneft NTC LLC, RF, Saint-Petersburg | Gilmanov, R. R., Gazpromneft NTC LLC, RF, Saint-Petersburg | Margarit, A. S., Gazpromneft NTC LLC, RF, Saint-Petersburg",2016,"OIJ","'machine+learning'"
"Electrical Submersible Pump Operation Optimization with Time Series Production Data Analysis","SPE-181030-MS","conference-paper","Zhu, David, Baker Hughes Inc. | Alyamkin, Sergey, Baker Hughes Inc. | Sesack, Laura, Baker Hughes Inc. | Bridges, Jeffrey, Baker Hughes Inc. | Letzig, Jamie, Baker Hughes Inc.",2016,"SPE","'machine+learning'"
"The direction of cognitive technologies development in the Upstream Division of Gazprom Neft Company (Russian)","OIJ-2017-12-006-009-RU","journal-paper","Yakovlev, V. V., Gazprom Neft PJSC, RF, Saint-Petersburg | Khasanov, M. M., Gazpromneft NTC LLC, RF, Saint-Petersburg | Sitnikov, A. N., Gazpromneft NTC LLC, RF, Saint-Petersburg | Prokofiev, D. O., Gazpromneft NTC LLC, RF, Saint-Petersburg | Pustovskikh, A. A., Gazpromneft NTC LLC, RF, Saint-Petersburg | Margarit, A. S., Gazpromneft NTC LLC, RF, Saint-Petersburg | Simonov, M. V., Gazpromneft NTC LLC, RF, Saint-Petersburg | Perets, D. S., Gazpromneft NTC LLC, RF, Saint-Petersburg",2017,"OIJ","'machine+learning'"
"Orthant-wise limited memory quasi-Newton method for l1-regularized full-waveform inversion","SEG-2016-13951464","conference-paper","Dai, Mengxue, Institute of Geology and Geophysics, Chinese Academy of Sciences | Chen, Jingbo, Institute of Geology and Geophysics, Chinese Academy of Sciences",2016,"SEG","'machine+learning'"
"Video:                  Pure and Coupled Drill String Vibration Pattern Recognition in High Frequency Downhole Data","SPE-170955-PT","presentation","Baumgartner, Theresa, University of Texas at Austin | van Oort, Eric, University of Texas At Austin",2014,"SPE","'machine+learning'"
"The Control Room is Anywhere and Everywhere: Putting the Industrial Internet of Things to Work Offshore and Beyond","OTC-28943-MS","conference-paper","Zornio, Peter, Emerson Automation Solutions",2018,"OTC","'machine+learning'"
"Near-surface velocity analysis for single-sensor data: An integrated workflow using surface waves, AI, and structure-regularized inversion","SEG-2018-2994696","conference-paper","Alyousuf, Taqi, Geophysics Technology, EXPEC Advanced Research Center, Saudi Aramco | Colombo, Daniele, Geophysics Technology, EXPEC Advanced Research Center, Saudi Aramco | Rovetta, Diego, Geophysics Technology, EXPEC Advanced Research Center, Saudi Aramco | Sandoval-Curiel, Ernesto, Geophysics Technology, EXPEC Advanced Research Center, Saudi Aramco",2018,"SEG","'machine+learning'"
